location,price,bill_of_sale,mortgage,repair,area_m2,number_of_room,floor,price_per_m2
Nərimanov r.,199000,Çıxarış var,Ipoteka yoxdur,Təmirli,75.0,2,15,2262.3388868301045
Nərimanov r.,315000,Çıxarış var,İpoteka var,Təmirsiz,170.0,4,9,2262.3388868301045
Nərimanov r.,370000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,169.0,3,10,2262.3388868301045
Nərimanov r.,178000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,142.0,3,8,2262.3388868301045
Nərimanov r.,247140,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,123.6,3,7,2262.3388868301045
Nərimanov r.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,76.0,2,9,2262.3388868301045
Nərimanov r.,410000,Çıxarış var,Ipoteka yoxdur,Təmirli,200.0,4,2,2262.3388868301045
Nərimanov r.,224000,Çıxarış var,İpoteka var,Təmirli,101.0,3,14,2262.3388868301045
Nəriman Nərimanov m.,370000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,170.0,3,5,2350.35568779757
Gənclik m.,300000,Çıxarış var,İpoteka var,Təmirli,125.0,3,15,2404.484840820714
Nərimanov r.,168000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,68.0,2,14,2262.3388868301045
Nərimanov r.,299000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,136.0,3,5,2262.3388868301045
Nəriman Nərimanov m.,356900,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,169.0,3,16,2350.35568779757
Nərimanov r.,309900,Çıxarış var,İpoteka var,Təmirli,171.0,4,16,2262.3388868301045
Nərimanov r.,155000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,85.0,3,7,2262.3388868301045
Nəriman Nərimanov m.,220000,Çıxarış var,İpoteka var,Təmirli,80.0,2,7,2350.35568779757
Nərimanov r.,205000,Çıxarış var,İpoteka var,Təmirli,65.0,2,6,2262.3388868301045
Nəriman Nərimanov m.,178000,Çıxarış var,İpoteka var,Təmirli,85.0,3,2,2350.35568779757
Gənclik m.,257000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,177.0,4,6,2404.484840820714
Gənclik m.,245000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,120.0,3,4,2404.484840820714
Nərimanov r.,230000,Çıxarış var,İpoteka var,Təmirli,130.0,3,2,2262.3388868301045
Nərimanov r.,163000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,55.0,2,5,2262.3388868301045
Nərimanov r.,190000,Çıxarış var,İpoteka var,Təmirli,72.0,3,4,2262.3388868301045
Nəriman Nərimanov m.,295000,Çıxarış var,İpoteka var,Təmirli,130.0,3,6,2350.35568779757
Nərimanov r.,290000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,130.0,3,16,2262.3388868301045
Nəriman Nərimanov m.,453000,Çıxarış var,Ipoteka yoxdur,Təmirli,226.0,6,4,2350.35568779757
Nəriman Nərimanov m.,257000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,177.0,3,6,2350.35568779757
28 May m.,132000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,103.0,2,7,2292.720682644982
Nərimanov r.,380000,Çıxarış var,Ipoteka yoxdur,Təmirli,140.0,3,6,2262.3388868301045
Nəriman Nərimanov m.,354000,Çıxarış var,İpoteka var,Təmirli,103.0,3,14,2350.35568779757
Nəriman Nərimanov m.,276000,Çıxarış var,İpoteka var,Təmirli,145.0,3,17,2350.35568779757
Nəriman Nərimanov m.,256000,Çıxarış var,Ipoteka yoxdur,Təmirli,127.0,3,9,2350.35568779757
Nərimanov r.,178000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,142.0,3,8,2262.3388868301045
Nərimanov r.,418404,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,199.2,5,12,2262.3388868301045
Nəriman Nərimanov m.,416000,Çıxarış var,İpoteka var,Təmirsiz,189.0,4,11,2350.35568779757
Nəriman Nərimanov m.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,101.0,3,11,2350.35568779757
Gənclik m.,215000,Çıxarış var,İpoteka var,Təmirli,115.0,3,15,2404.484840820714
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,112.0,3,11,2350.35568779757
Nərimanov r.,300000,Çıxarış var,Ipoteka yoxdur,Təmirli,178.0,3,3,2262.3388868301045
Gənclik m.,459000,Çıxarış var,Ipoteka yoxdur,Təmirli,142.0,3,14,2404.484840820714
Nərimanov r.,260000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,122.0,3,8,2262.3388868301045
Nərimanov r.,290000,Çıxarış var,İpoteka var,Təmirli,100.5,3,8,2262.3388868301045
Nəriman Nərimanov m.,185000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,61.0,2,3,2350.35568779757
28 May m.,230000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,143.8,3,6,2292.720682644982
Gənclik m.,220000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,100.0,3,6,2404.484840820714
28 May m.,99000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,56.0,1,12,2292.720682644982
Nərimanov r.,400000,Çıxarış var,İpoteka var,Təmirli,120.2,3,3,2262.3388868301045
Nərimanov r.,350000,Çıxarış var,Ipoteka yoxdur,Təmirli,186.0,5,14,2262.3388868301045
Nəriman Nərimanov m.,273000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,136.0,3,5,2350.35568779757
Nəriman Nərimanov m.,240000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,103.0,2,3,2350.35568779757
Gənclik m.,257000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,177.0,3,6,2404.484840820714
Gənclik m.,459000,Çıxarış var,Ipoteka yoxdur,Təmirli,145.0,3,15,2404.484840820714
Nərimanov r.,267000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,178.0,4,10,2262.3388868301045
Nəriman Nərimanov m.,270000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,97.0,3,14,2350.35568779757
Nəriman Nərimanov m.,240000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,102.5,2,3,2350.35568779757
Nərimanov r.,255000,Çıxarış var,Ipoteka yoxdur,Təmirli,160.0,3,7,2262.3388868301045
Nəriman Nərimanov m.,270000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,96.5,3,14,2350.35568779757
Gənclik m.,250000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,90.0,2,4,2404.484840820714
Nəriman Nərimanov m.,480000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,190.0,4,12,2350.35568779757
Nəriman Nərimanov m.,145000,Çıxarış var,İpoteka var,Təmirli,68.0,2,3,2350.35568779757
Gənclik m.,128000,Çıxarış var,İpoteka var,Təmirli,43.0,2,10,2404.484840820714
Nərimanov r.,194000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,86.0,2,4,2262.3388868301045
Nərimanov r.,153000,Çıxarış var,İpoteka var,Təmirsiz,63.0,2,14,2262.3388868301045
Gənclik m.,208000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,105.0,3,10,2404.484840820714
Nərimanov r.,216000,Çıxarış var,Ipoteka yoxdur,Təmirli,112.0,3,15,2262.3388868301045
Nəriman Nərimanov m.,193000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,84.0,2,12,2350.35568779757
Nəriman Nərimanov m.,255600,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,142.0,3,10,2350.35568779757
Nəriman Nərimanov m.,330000,Çıxarış var,Ipoteka yoxdur,Təmirli,120.0,3,4,2350.35568779757
Nəriman Nərimanov m.,345000,Çıxarış var,İpoteka var,Təmirli,165.0,4,10,2350.35568779757
Nəriman Nərimanov m.,155000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,53.0,2,3,2350.35568779757
Nəriman Nərimanov m.,375000,Çıxarış var,Ipoteka yoxdur,Təmirli,130.0,3,4,2350.35568779757
Nərimanov r.,155000,Çıxarış var,Ipoteka yoxdur,Təmirli,74.0,2,12,2262.3388868301045
Nərimanov r.,400000,Çıxarış var,Ipoteka yoxdur,Təmirli,120.0,3,3,2262.3388868301045
Nərimanov r.,198000,Çıxarış var,Ipoteka yoxdur,Təmirli,80.0,2,4,2262.3388868301045
Nərimanov r.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,80.0,3,5,2262.3388868301045
Nəriman Nərimanov m.,285000,Çıxarış var,Ipoteka yoxdur,Təmirli,110.0,2,11,2350.35568779757
Gənclik m.,400000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,198.0,4,5,2404.484840820714
Koroğlu m.,267000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,178.0,4,10,1573.4246575342465
Nəriman Nərimanov m.,435000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,177.9,4,5,2350.35568779757
Gənclik m.,210000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,90.0,2,4,2404.484840820714
Gənclik m.,155000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,73.0,2,9,2404.484840820714
Gənclik m.,210000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,90.0,2,4,2404.484840820714
Nəriman Nərimanov m.,250000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,98.0,2,4,2350.35568779757
Nərimanov r.,299000,Çıxarış var,İpoteka var,Təmirsiz,240.0,7,9,2262.3388868301045
Nəriman Nərimanov m.,330000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,118.0,3,4,2350.35568779757
Nəriman Nərimanov m.,148000,Çıxarış var,İpoteka var,Təmirli,65.0,2,3,2350.35568779757
Nəriman Nərimanov m.,320000,Çıxarış var,Ipoteka yoxdur,Təmirli,156.0,3,5,2350.35568779757
Nərimanov r.,295000,Çıxarış var,İpoteka var,Təmirli,128.0,3,15,2262.3388868301045
Nərimanov r.,207000,Çıxarış var,İpoteka var,Təmirli,74.0,2,7,2262.3388868301045
Nərimanov r.,95000,Çıxarış var,İpoteka var,Təmirli,45.0,1,17,2262.3388868301045
Gənclik m.,359000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,184.0,4,8,2404.484840820714
Nəriman Nərimanov m.,285000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,104.0,2,11,2350.35568779757
Nərimanov r.,277000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,140.0,3,8,2262.3388868301045
Nəriman Nərimanov m.,285000,Çıxarış var,İpoteka var,Təmirsiz,210.0,4,8,2350.35568779757
Nərimanov r.,185000,Çıxarış var,İpoteka var,Təmirli,62.0,2,10,2262.3388868301045
Nəriman Nərimanov m.,257000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,177.0,3,6,2350.35568779757
Nəriman Nərimanov m.,240000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,148.0,3,6,2350.35568779757
Nəriman Nərimanov m.,289000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,181.0,4,8,2350.35568779757
Nəriman Nərimanov m.,270000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,100.0,3,14,2350.35568779757
Nərimanov r.,290000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,168.0,4,13,2262.3388868301045
Nəriman Nərimanov m.,215000,Çıxarış var,İpoteka var,Təmirli,75.0,2,7,2350.35568779757
Nəriman Nərimanov m.,135000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,66.0,1,9,2350.35568779757
Nəriman Nərimanov m.,181500,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,80.0,2,16,2350.35568779757
Nərimanov r.,330000,Çıxarış var,İpoteka var,Təmirsiz,122.0,3,11,2262.3388868301045
Nəriman Nərimanov m.,325000,Çıxarış var,İpoteka var,Təmirli,170.0,4,17,2350.35568779757
Nəriman Nərimanov m.,460000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,130.0,3,13,2350.35568779757
Nəriman Nərimanov m.,148000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,65.0,1,7,2350.35568779757
Nəriman Nərimanov m.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,78.0,2,7,2350.35568779757
Gənclik m.,287000,Çıxarış var,İpoteka var,Təmirli,110.0,3,8,2404.484840820714
Nəriman Nərimanov m.,330000,Çıxarış var,İpoteka var,Təmirsiz,120.0,3,4,2350.35568779757
Nərimanov r.,185000,Çıxarış var,Ipoteka yoxdur,Təmirli,82.0,2,4,2262.3388868301045
Nəriman Nərimanov m.,200000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,104.0,3,17,2350.35568779757
Nəriman Nərimanov m.,314180,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,136.6,3,10,2350.35568779757
Nərimanov r.,174900,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,87.5,2,7,2262.3388868301045
Nəriman Nərimanov m.,270000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,96.0,3,14,2350.35568779757
Nərimanov r.,285000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,106.0,3,5,2262.3388868301045
Nərimanov r.,325000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,138.0,3,12,2262.3388868301045
Nəriman Nərimanov m.,193000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,85.5,2,12,2350.35568779757
Nəriman Nərimanov m.,265000,Çıxarış var,Ipoteka yoxdur,Təmirli,108.0,3,7,2350.35568779757
Gənclik m.,355000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,142.0,3,14,2404.484840820714
28 May m.,280000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,122.0,3,5,2292.720682644982
Nəriman Nərimanov m.,330000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,171.0,4,5,2350.35568779757
Nəriman Nərimanov m.,305000,Çıxarış var,Ipoteka yoxdur,Təmirli,155.0,4,11,2350.35568779757
Nəriman Nərimanov m.,260000,Çıxarış var,İpoteka var,Təmirli,124.0,3,17,2350.35568779757
28 May m.,260000,Çıxarış var,İpoteka var,Təmirsiz,112.0,3,12,2292.720682644982
Nəriman Nərimanov m.,244500,Çıxarış var,İpoteka var,Təmirli,103.0,3,3,2350.35568779757
Nəriman Nərimanov m.,84000,Çıxarış var,Ipoteka yoxdur,Təmirli,30.0,1,14,2350.35568779757
Gənclik m.,130000,Çıxarış var,Ipoteka yoxdur,Təmirli,43.0,2,10,2404.484840820714
Nərimanov r.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,97.0,3,9,2262.3388868301045
28 May m.,197000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,93.3,2,15,2292.720682644982
Nəriman Nərimanov m.,310000,Çıxarış var,Ipoteka yoxdur,Təmirli,142.0,4,10,2350.35568779757
Nəriman Nərimanov m.,397000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,130.0,3,5,2350.35568779757
Nərimanov r.,373000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,207.0,4,5,2262.3388868301045
Nəriman Nərimanov m.,255000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,96.0,3,13,2350.35568779757
Nəriman Nərimanov m.,275000,Çıxarış var,İpoteka var,Təmirli,155.0,3,17,2350.35568779757
Nərimanov r.,250000,Çıxarış var,İpoteka var,Təmirli,100.0,5,3,2262.3388868301045
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,87.0,2,14,2350.35568779757
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,86.0,2,14,2350.35568779757
Nərimanov r.,409400,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,178.0,4,16,2262.3388868301045
Nəriman Nərimanov m.,308000,Çıxarış var,İpoteka var,Təmirsiz,154.0,3,9,2350.35568779757
Nəriman Nərimanov m.,159000,Çıxarış var,Ipoteka yoxdur,Təmirli,55.0,2,6,2350.35568779757
Nərimanov r.,135000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,45.0,2,9,2262.3388868301045
Nəriman Nərimanov m.,324500,Çıxarış var,İpoteka var,Təmirli,145.0,3,12,2350.35568779757
Nəriman Nərimanov m.,300000,Çıxarış var,İpoteka var,Təmirli,115.0,3,10,2350.35568779757
Nərimanov r.,310000,Çıxarış var,Ipoteka yoxdur,Təmirli,240.0,4,13,2262.3388868301045
Nəriman Nərimanov m.,270000,Çıxarış var,Ipoteka yoxdur,Təmirli,96.0,3,14,2350.35568779757
Nəriman Nərimanov m.,340000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,185.0,4,10,2350.35568779757
Nərimanov r.,166000,Çıxarış var,Ipoteka yoxdur,Təmirli,51.0,3,6,2262.3388868301045
Nəriman Nərimanov m.,345000,Çıxarış var,İpoteka var,Təmirli,127.0,3,3,2350.35568779757
Nərimanov r.,178000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,60.0,2,9,2262.3388868301045
28 May m.,207000,Çıxarış var,Ipoteka yoxdur,Təmirli,77.0,2,9,2292.720682644982
Bakmil m.,178000,Çıxarış var,İpoteka var,Təmirli,69.0,2,14,2348.244454238284
Nəriman Nərimanov m.,230000,Çıxarış var,İpoteka var,Təmirli,98.0,2,10,2350.35568779757
Nərimanov r.,193000,Çıxarış var,Ipoteka yoxdur,Təmirli,70.0,2,16,2262.3388868301045
28 May m.,217000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,80.0,3,8,2292.720682644982
Gənclik m.,459000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,142.5,3,14,2404.484840820714
Koroğlu m.,267000,Çıxarış var,İpoteka var,Təmirsiz,178.0,4,10,1573.4246575342465
Gənclik m.,235000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,117.0,2,6,2404.484840820714
Gənclik m.,459000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,142.0,3,14,2404.484840820714
Nəriman Nərimanov m.,238000,Çıxarış var,İpoteka var,Təmirli,101.0,2,11,2350.35568779757
Nərimanov r.,283000,Çıxarış var,İpoteka var,Təmirli,100.0,3,7,2262.3388868301045
Nəriman Nərimanov m.,267000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,103.0,3,2,2350.35568779757
Nərimanov r.,165000,Çıxarış var,Ipoteka yoxdur,Təmirli,80.0,2,14,2262.3388868301045
Nəriman Nərimanov m.,256000,Çıxarış var,Ipoteka yoxdur,Təmirli,127.0,3,9,2350.35568779757
Nəriman Nərimanov m.,320000,Çıxarış var,Ipoteka yoxdur,Təmirli,170.0,4,8,2350.35568779757
Nəriman Nərimanov m.,95000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,35.0,1,13,2350.35568779757
Gənclik m.,225000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,119.0,2,11,2404.484840820714
Koroğlu m.,267000,Çıxarış var,İpoteka var,Təmirli,178.5,4,10,1573.4246575342465
Nərimanov r.,325000,Çıxarış var,Ipoteka yoxdur,Təmirli,145.0,3,12,2262.3388868301045
Nəriman Nərimanov m.,372000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,207.0,4,5,2350.35568779757
Nəriman Nərimanov m.,459000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,142.5,3,14,2350.35568779757
Gənclik m.,200000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,84.0,2,5,2404.484840820714
Nərimanov r.,270000,Çıxarış var,İpoteka var,Təmirli,120.0,3,4,2262.3388868301045
Nəriman Nərimanov m.,245000,Çıxarış var,Ipoteka yoxdur,Təmirli,103.0,3,3,2350.35568779757
Gənclik m.,199000,Çıxarış var,Ipoteka yoxdur,Təmirli,177.0,3,17,2404.484840820714
Nəriman Nərimanov m.,178000,Çıxarış var,İpoteka var,Təmirli,68.0,2,14,2350.35568779757
Nəriman Nərimanov m.,200000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,75.0,2,9,2350.35568779757
Nəriman Nərimanov m.,260000,Çıxarış var,Ipoteka yoxdur,Təmirli,125.0,3,17,2350.35568779757
Nəriman Nərimanov m.,240000,Çıxarış var,İpoteka var,Təmirli,140.0,3,7,2350.35568779757
Nərimanov r.,318000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,155.0,3,11,2262.3388868301045
Nərimanov r.,210000,Çıxarış var,Ipoteka yoxdur,Təmirli,90.0,2,4,2262.3388868301045
Nəriman Nərimanov m.,214000,Çıxarış var,İpoteka var,Təmirli,75.0,2,7,2350.35568779757
Nəriman Nərimanov m.,210000,Çıxarış var,İpoteka var,Təmirli,84.0,2,6,2350.35568779757
Nəriman Nərimanov m.,310000,Çıxarış var,Ipoteka yoxdur,Təmirli,101.0,2,4,2350.35568779757
28 May m.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,80.0,3,5,2292.720682644982
Nəriman Nərimanov m.,118000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,54.0,2,9,2350.35568779757
Nəriman Nərimanov m.,297330,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,181.4,4,6,2350.35568779757
Nəriman Nərimanov m.,295000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,92.0,3,16,2350.35568779757
Nəriman Nərimanov m.,159000,Çıxarış var,İpoteka var,Təmirli,55.0,2,5,2350.35568779757
Nərimanov r.,260000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,100.0,3,19,2262.3388868301045
Nəriman Nərimanov m.,510000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,145.0,4,3,2350.35568779757
Nərimanov r.,430000,Çıxarış var,Ipoteka yoxdur,Təmirli,215.0,4,5,2262.3388868301045
Nərimanov r.,197000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,86.0,2,6,2262.3388868301045
28 May m.,220000,Çıxarış var,İpoteka var,Təmirli,85.0,3,7,2292.720682644982
Nəriman Nərimanov m.,265000,Çıxarış var,Ipoteka yoxdur,Təmirli,100.0,3,7,2350.35568779757
Nəriman Nərimanov m.,230000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,98.0,2,10,2350.35568779757
Nərimanov r.,350000,Çıxarış var,İpoteka var,Təmirli,200.0,4,15,2262.3388868301045
Nərimanov r.,285000,Çıxarış var,Ipoteka yoxdur,Təmirli,164.0,4,6,2262.3388868301045
Nəriman Nərimanov m.,180000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,102.0,2,8,2350.35568779757
Nəriman Nərimanov m.,240000,Çıxarış var,Ipoteka yoxdur,Təmirli,120.0,3,21,2350.35568779757
Nəriman Nərimanov m.,305000,Çıxarış var,Ipoteka yoxdur,Təmirli,240.0,3,13,2350.35568779757
Nərimanov r.,170000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,66.0,2,4,2262.3388868301045
Nəriman Nərimanov m.,188000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,95.0,3,16,2350.35568779757
Gənclik m.,230000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,98.0,2,10,2404.484840820714
Nəriman Nərimanov m.,278000,Çıxarış var,Ipoteka yoxdur,Təmirli,116.0,3,12,2350.35568779757
Nəriman Nərimanov m.,203000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,103.0,3,12,2350.35568779757
Nərimanov r.,230000,Çıxarış var,Ipoteka yoxdur,Təmirli,110.0,3,5,2262.3388868301045
Nəriman Nərimanov m.,325000,Çıxarış var,Ipoteka yoxdur,Təmirli,151.0,4,13,2350.35568779757
Nərimanov r.,385000,Çıxarış var,İpoteka var,Təmirli,160.0,3,18,2262.3388868301045
Nərimanov r.,150000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,54.0,1,4,2262.3388868301045
28 May m.,283000,Çıxarış var,İpoteka var,Təmirli,120.0,3,7,2292.720682644982
Nəriman Nərimanov m.,197000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,103.0,3,14,2350.35568779757
Gənclik m.,128000,Çıxarış var,İpoteka var,Təmirli,43.0,2,10,2404.484840820714
Nəriman Nərimanov m.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,100.3,2,8,2350.35568779757
Nəriman Nərimanov m.,180000,Çıxarış var,İpoteka var,Təmirli,75.0,2,2,2350.35568779757
Nəriman Nərimanov m.,256000,Çıxarış var,Ipoteka yoxdur,Təmirli,127.0,3,9,2350.35568779757
Nəriman Nərimanov m.,270000,Çıxarış var,Ipoteka yoxdur,Təmirli,126.0,3,17,2350.35568779757
Nərimanov r.,285000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,106.0,3,5,2262.3388868301045
Gənclik m.,459999,Çıxarış var,Ipoteka yoxdur,Təmirli,130.2,3,14,2404.484840820714
Nəriman Nərimanov m.,325000,Çıxarış var,Ipoteka yoxdur,Təmirli,114.0,3,5,2350.35568779757
Nəriman Nərimanov m.,250000,Çıxarış var,İpoteka var,Təmirli,117.0,3,18,2350.35568779757
Nəriman Nərimanov m.,255000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,140.0,3,2,2350.35568779757
Nərimanov r.,250000,Çıxarış var,İpoteka var,Təmirli,100.0,3,13,2262.3388868301045
Nəriman Nərimanov m.,244000,Çıxarış var,İpoteka var,Təmirli,105.0,3,3,2350.35568779757
Nəriman Nərimanov m.,117500,Çıxarış var,İpoteka var,Təmirsiz,65.0,2,18,2350.35568779757
Nəriman Nərimanov m.,180000,Çıxarış var,Ipoteka yoxdur,Təmirli,75.0,2,15,2350.35568779757
Nərimanov r.,225000,Çıxarış var,İpoteka var,Təmirli,140.0,3,15,2262.3388868301045
Nəriman Nərimanov m.,175000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,85.0,2,15,2350.35568779757
Gənclik m.,430000,Çıxarış var,İpoteka var,Təmirli,200.0,4,4,2404.484840820714
Nəriman Nərimanov m.,179000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,85.0,2,15,2350.35568779757
Nəriman Nərimanov m.,133000,Çıxarış var,Ipoteka yoxdur,Təmirli,45.0,2,10,2350.35568779757
Nərimanov r.,142000,Çıxarış var,İpoteka var,Təmirli,60.0,2,5,2262.3388868301045
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,115.0,3,12,2350.35568779757
Nəriman Nərimanov m.,230000,Çıxarış var,İpoteka var,Təmirli,120.0,3,21,2350.35568779757
